Job ID,URL,Current HTTP Status,Exists in DB,Gate,Block Reason,Job Status,Desc Chars,Final Category,Reason
2204,https://www.searchsarkarinaukri.com/jobs/2204,301,YES,PASS,,Closed,507,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
2205,https://www.searchsarkarinaukri.com/jobs/2205,301,YES,PASS,,Closed,571,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
2206,https://www.searchsarkarinaukri.com/jobs/2206,301,YES,PASS,,Closed,523,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
2209,https://www.searchsarkarinaukri.com/jobs/2209,301,YES,PASS,,Closed,455,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
2210,https://www.searchsarkarinaukri.com/jobs/2210,301,YES,PASS,,Closed,531,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
2212,https://www.searchsarkarinaukri.com/jobs/2212,410,YES,PASS,,Closed,637,REMOVE_410,Passes gate but 410 live — verify
2213,https://www.searchsarkarinaukri.com/jobs/2213,410,YES,PASS,,Closed,144,REMOVE_410,Passes gate but 410 live — verify
2215,https://www.searchsarkarinaukri.com/jobs/2215,301,YES,PASS,,Closed,470,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
2217,https://www.searchsarkarinaukri.com/jobs/2217,301,YES,PASS,,Closed,461,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
2218,https://www.searchsarkarinaukri.com/jobs/2218,301,YES,PASS,,Closed,594,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
2219,https://www.searchsarkarinaukri.com/jobs/2219,301,YES,PASS,,Closed,430,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
2223,https://www.searchsarkarinaukri.com/jobs/2223,301,YES,PASS,,Closed,302,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
